750067,'SX',1, 222,   5,    22.000,    11.000,     0.000,     0.000,     0.000,     0.000, 222,0,0
750066,'SX',1, 222,   5,    22.000,    11.000,     0.000,     0.000,     0.000,     0.000, 222,0,0
 53007,'SX',1, 222,   5,    27.000,    10.000,     0.000,     0.000,     0.000,     0.000, 222,0,0
750122,'SX',1, 222,   5,    26.000,    11.000,     0.000,     0.000,     0.000,     0.000, 222,0,0
750167,'RX',1, 222,   5,    27.000,    14.000,     0.000,     0.000,     0.000,     0.000, 222,0,0
  3015,'1 ',1, 222,  50,    16.600,     8.104,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3015,'2 ',1, 222,   5,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
750005,'1 ',1, 222,  50,    24.900,    12.256,     0.000,     0.000,     0.000,     0.000, 222,1,0
750005,'2 ',1, 222,   5,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
750077,'SX',1, 222,   5,    27.000,     8.000,     0.000,     0.000,     0.000,     0.000, 222,0,0
750078,'SX',1, 222,   5,    26.000,     8.000,     0.000,     0.000,     0.000,     0.000, 222,0,0
  5367,'1 ',1, 222,   5,    33.000,    31.000,     0.000,     0.000,     0.000,     0.000, 222,0,0
  5368,'1 ',1, 222,   5,    23.000,    24.000,     0.000,     0.000,     0.000,     0.000, 222,0,0
750096,'RX',1, 222,   5,    24.800,    14.300,     0.000,     0.000,     0.000,     0.000, 222,0,0
750095,'RX',1, 222,   5,    24.110,    11.940,     0.000,     0.000,     0.000,     0.000, 222,0,0
750080,'1 ',1, 222,  50,     1.000,     0.994,     0.000,     0.000,     0.000,     0.000, 222,1,0
 30014,'1 ',1, 222,  10,    59.700,     6.755,     0.000,     0.000,     0.000,     0.000, 222,1,0
 30009,'1 ',1, 222,  10,    39.800,     4.570,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7156,'1 ',1, 222,  20,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7155,'1 ',1, 222,  20,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3772,'1 ',1, 222,  20,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3771,'1 ',1, 222,  20,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3379,'1 ',1, 222,   2,    25.900,     5.350,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3380,'1 ',1, 222,   2,    22.100,     4.572,     0.000,     0.000,     0.000,     0.000, 222,1,0
   995,'1 ',1, 222,  23,    64.600,    31.926,     0.000,     0.000,     0.000,     0.000, 222,1,0
   996,'1 ',1, 222,  23,    39.600,    19.571,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3224,'1 ',1, 222,  23,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3181,'1 ',1, 222,  23,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7033,'1 ',1, 222,  14,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7032,'1 ',1, 222,  14,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7080,'1 ',1, 222,  40,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7081,'1 ',1, 222,  40,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3488,'1 ',1, 222,   2,    38.700,    13.676,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3485,'1 ',1, 222,   2,    30.400,    10.724,     0.000,     0.000,     0.000,     0.000, 222,1,0
750237,'1 ',1, 222,   2,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
750234,'1 ',1, 222,   2,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3260,'1 ',1, 222,   4,    24.500,     9.358,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3261,'1 ',1, 222,   4,    32.500,    12.412,     0.000,     0.000,     0.000,     0.000, 222,1,0
  9047,'1 ',1, 222,  40,    45.100,    31.739,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3411,'1 ',1, 222,   3,    22.300,    13.171,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3531,'1 ',1, 222,  23,    19.000,    11.290,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3192,'1 ',1, 222,   2,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3191,'1 ',1, 222,   2,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3338,'1 ',1, 222,  20,    14.600,     8.816,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3339,'1 ',1, 222,  20,    14.600,     8.816,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7065,'1 ',1, 222,  23,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7031,'1 ',1, 222,  23,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3297,'1 ',1, 222,  23,    12.500,     1.128,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7086,'1 ',1, 222,  23,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7085,'1 ',1, 222,  23,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
750321,'1 ',1, 222,  24,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
750322,'1 ',1, 222,  24,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3399,'1 ',1, 222,   4,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3384,'1 ',1, 222,   4,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  6613,'1 ',1, 222,  24,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
750320,'1 ',1, 222,  24,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
750292,'1 ',1, 222,  23,    22.400,     5.770,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3532,'1 ',1, 222,  23,    27.400,     7.041,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3338,'2 ',1, 222,  24,    31.100,    12.020,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3339,'2 ',1, 222,  24,    26.500,    10.247,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3176,'1 ',1, 222,  14,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3165,'1 ',1, 222,  14,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7038,'1 ',1, 222,   3,    14.700,     1.615,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7097,'1 ',1, 222,   3,    10.600,     1.139,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7705,'1 ',1, 222,  14,    14.700,     2.515,     0.000,     0.000,     0.000,     0.000, 222,1,0
  5010,'1 ',1, 222,  14,    20.800,    -1.220,     0.000,     0.000,     0.000,     0.000, 222,1,0
  5011,'1 ',1, 222,  14,    16.200,    -0.894,     0.000,     0.000,     0.000,     0.000, 222,1,0
  5012,'1 ',1, 222,  14,    20.800,    -1.220,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7130,'1 ',1, 222,  40,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3251,'1 ',1, 222,  24,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3252,'1 ',1, 222,  24,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  1119,'1 ',1, 222,   4,   240.900,    34.606,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3340,'1 ',1, 222,   4,    34.200,    10.202,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3341,'1 ',1, 222,   4,    29.200,     8.731,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3102,'1 ',1, 222,   4,    34.100,    11.303,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3271,'1 ',1, 222,   4,    31.500,    10.418,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7109,'1 ',1, 222,  23,    10.800,     4.737,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7114,'1 ',1, 222,  23,    36.200,    15.791,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3122,'1 ',1, 222,   2,    26.000,     5.050,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3123,'1 ',1, 222,   2,    30.500,     5.923,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7024,'1 ',1, 222,  24,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  7023,'1 ',1, 222,  24,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3243,'1 ',1, 222,   2,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3150,'1 ',1, 222,   2,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3246,'1 ',1, 222,  24,    32.400,     9.812,     0.000,     0.000,     0.000,     0.000, 222,1,0
  3149,'1 ',1, 222,  24,    32.400,     9.812,     0.000,     0.000,     0.000,     0.000, 222,1,0
