 , , ,BKV,,No.,CAPE Name,BKV,Name1,Name2,Comment,,,
347945,7PANA,,345,=,114,PANA,345,RC,TK,,,,
347945,7PANA,,345,=,5143,PANA,345,RC,TK,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
275212,P HTS 117,4M,138,=,,,,CR,,Transformer midpoint (BG),,,
275211,P HTS 117,1M,138,=,,,,CR,,Transformer midpoint (BG),,,
,,,,,,,,,,,,,
275185,ELMHURST,1M,138,=,835,ELMHR 38R12,138,CR,,,,,
271405,ELMHURST,R,138,=,835,ELMHR 38R12,138,CR,,,,,
271405,ELMHURST,R,138,=,1075,ELMH2SVCTRhs,138,BG,,,,,
271405,ELMHURST,R,138,=,1078,ELMHRS38CAPR,138,BG,,,,,
271405,ELMHURST,R,138,=,1076,ELMH SVCTRhs,138,VK,JC,,,,
271404,ELMHURST,B,138,=,834,ELMHR 38B34,138,CR,,,,,
271404,ELMHURST,B,138,=,1077,ELMH4SVCTRhs,138,BG,,,,,
271404,ELMHURST,B,138,=,1079,ELMHRS38CAPB,138,BG,,,,,
271404,ELMHURST,B,138,=,1076,ELMH SVCTRhs,138,VK,JC,,,,
271404,ELMHURST,B,138,=,834,ELMHR 38B34,138,CR,,,,, 
270735,ELMHURST,R,345,=,907,ELMHURS45B7,345,CR,,,,,
271406,ELMHURST,3I,138,=,1041,ELMHR38I-2,138,BG,,,,,
271407,ELMHURST,0I,138,=,4888,ELMHR38I-1,138,BG,,,,,
,,,,,,,,,,,,,
271175,ESS F303,R,138,=,7015,L7305TP,138,VK,JC,,,,
271197,CHI HGTS,RT,138,=,7015,L7305TP,138,VK,JC,,,,
271556,GLENWOOD,B,138,=,7015,L7305TP,138,VK,JC,,,,
,,,,,,,,,,,,,
271175,ESS F303,R,138,=,3232,GLENWDTP,138,VK,JC,,,,
271197,CHI HGTS,RT,138,=,3232,GLENWDTP,138,VK,JC,,,,
271556,GLENWOOD,B,138,=,3232,GLENWDTP,138,VK,JC,,,,
271556,GLENWOOD,B,138,=,7070,GLENWDBS,138,VK,JC,,,,
271557,GLENWOOD,R,138,=,7071,GLENWDBS,138,VK,JC,,,,
,,,,,,,,,,,,,
271577,GREEN LK,R,138,=,3303,GRNLK TP,138,VK,JC,,,,
271576,GREEN LK,B,138,=,3305,GRNLK TP,138,VK,JC,,,,
,,,,,,,,,,,,,
272440,SAND RIDG,B,138,=,3455,SANDRGTP,138,VK,JC,,,,
272441,SAND RIDG,R,138,=,3454,SANDRGTP,138,VK,JC,,,,
271903,LANSING,R,138,=,3304,LANSNGTP,138,VK,JC,,,,
271902,LANSING,B,138,=,3306,LANSNGTP,138,VK,JC,,,,
,,,,,,,,,,,,,
271903,LANSING,R,138,=,3407,L7307TP,138,VK,JC,,,,
271195,CHI HGTS,R,138,=,3407,L7307TP,138,VK,JC,,,,
271194,CHI HGTS,B,138,=,2782,L11712TP BUS,138,VK,JC,,,,
271196,CHI HGTS,BT,138,=,3137,CHGHTSTP,138,VK,JC,,,,
271197,CHI HGTS,RT,138,=,3136,CHGHTSTP,138,VK,JC,,,,
271194,CHI HGTS,B,138,=,644,CHGHTS38,138,VK,JC,,,,
271195,CHI HGTS,R,138,=,645,CHGHTS38,138,VK,JC,,,,
NA,,,,,766,FRNKPKP38B5,138,VK,JC,,,,
271174,ESS F303,B,138,=,3137,CHGHTSTP,138,VK,JC,,,,
271175,ESS F303,R,138,=,3136,CHGHTSTP,138,VK,JC,,,,
,,,,,,,,,,,,,
271174,ESS F303,B,138,=,7070,GLENWDBS,138,VK,JC,,,,
271175,ESS F303,R,138,=,7071,GLENWDBS,138,VK,JC,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
272463,SHOREWOOD,R,138,=,3443,TDC431 L0908,138,KCD,HS,,,,
272463,SHOREWOOD,R,138,=,3442,TDC431 L1210,138,KCD,HS,,,,
,,,,,,,,,,,,,
271426,ESS J401 ',,138,=,7096,ENBRG E 38T,138,KCD,HS,,,,
,,,,,,,,,,,,,
271426,,,,,7152,CRGO CT 38B1,138,BG,,Changed on 04/05/2018,,,
271426,,,,,7158,CRGO CT 38B2,138,BG,,Changed on 04/05/2018,,,
,,,,,,,,,,,,,
271070,ESS W503,B,138,=,3342,ESS W503 tap,138,AK,,,,,
271070,ESS W503,R,138,=,792,Batvia 38B1,138,AK,,,,,
,,,,,,,,,,,,,
271069,ESS W502,R,138,=,3448,ESS W502 tap,138,AK,,,,,
271069,ESS W502,R,138,=,791,Batvia 38B,138,AK,,,,,
271071,,,,,1019,Batvia 38B2,138,AK,,no mapping in psse (Please explain why),,,
,,,,,,,,,,,,,
271416,ESS J390,B,138,=,7076,MOBIL L1210T,138,KCD,HS,,,,
271417,ESS J390,R,138,=,7075,MOBIL L0903T,138,KCD,HS,,,,
271418,ESS J390,BT,138,=,3213,MOBILTP,138,KCD,HS,,,,
271419,ESS J390,RT,138,=,3209,J390TP,138,KCD,HS,,,,
,,,,,,,,,,,,,
271968,MADISON,G,138,=,2006,MADISON Bus6,138,RC,TK,,,,
271968,MADISON,G,138,=,2007,MADISON Bus7,138,RC,TK,,,,
271968,MADISON,G,138,=,2008,MADISON Bus8,138,RC,TK,,,,
271968,MADISON,G,138,=,2009,MADISON Bus9,138,RC,TK,,,,
271968,MADISON,G,138,=,2005,MADISON Bus5,138,RC,TK,,,,
271969,MADISON,Y,138,=,2001,MADISON Bus1,138,RC,TK,,,,
271969,MADISON,Y,138,=,2002,MADISON Bus2,138,RC,TK,,,,
271969,MADISON,Y,138,=,2003,MADISON Bus3,138,RC,TK,,,,
271969,MADISON,Y,138,=,2004,MADISON Bus4,138,RC,TK,,,,
271969,MADISON,Y,138,=,2005,MADISON Bus5,138,RC,TK,,,,
,,,,,,,,,,,,,
272190,OHIO,G,138,=,9026,GRAND 38B13,138,RC,TK,,,,
272190,OHIO,G,138,=,9027,GRAND 38B14,138,RC,TK,,,,
272190,OHIO,G,138,=,9028,GRAND 38B15,138,RC,TK,,,,
272190,OHIO,G,138,=,9029,GRAND 38B16,138,RC,TK,,,,
272191,OHIO,Y,138,=,9019,GRAND 38B11,138,RC,TK,,,,
272191,OHIO,Y,138,=,9020,GRAND 38B12,138,RC,TK,,,,
272191,OHIO,Y,138,=,9030,GRAND 38B17,138,RC,TK,,,,
272191,OHIO,Y,138,=,9035,GRAND 38B18,138,RC,TK,,,,
272191,OHIO,Y,138,=,9036,GRAND 38B19,138,RC,TK,,,,
,,,,,,,,,,,,,
272762,WEST LOOP,G,138,=,1068,WLoop 38B8,138,RC,TK,,,,
272762,WEST LOOP,G,138,=,1069,WLoop 38B9,138,RC,TK,,,,
272762,WEST LOOP,G,138,=,1070,WLoop 38B10,138,RC,TK,,,,
272762,WEST LOOP,G,138,=,1071,WLoop 38B11,138,RC,TK,,,,
272762,WEST LOOP,G,138,=,1072,WLoop 38B12,138,RC,TK,,,,
272763,WEST LOOP,Y,138,=,1062,WLoop 38B2,138,RC,TK,,,,
272763,WEST LOOP,Y,138,=,1063,WLoop 38B3,138,RC,TK,,,,
272763,WEST LOOP,Y,138,=,1064,WLoop 38B4,138,RC,TK,,,,
272763,WEST LOOP,Y,138,=,1065,WLoop 38B5,138,RC,TK,,,,
272763,WEST LOOP,Y,138,=,1066,WLoop 38B6,138,RC,TK,,,,
,,,,,,,,,,,,,
272194,ONTARIO,B,138,=,8121,T71_HS,138,RC,TK,,,,
272195,ONTARIO,R,138,=,8124,T74_HS,138,RC,TK,,,,
272196,ONTARIO,G,138,=,8122,T72_HS,138,RC,TK,,,,
272197,ONTARIO,Y,138,=,8123,T73_HS,138,RC,TK,,,,
,,,,,,,,,,,,,
271246,CROSBY,B,138,=,748,IN_LINE_IND,138,RC,TK,,,,
271246,CROSBY,B,138,=,1001,BUS_1,138,RC,TK,,,,
271246,CROSBY,B,138,=,1002,BUS_2,138,RC,TK,,,,
271246,CROSBY,B,138,=,1003,BUS_3,138,RC,TK,,,,
271246,CROSBY,B,138,=,1004,BUS_4,138,RC,TK,,,,
271246,CROSBY,B,138,=,1005,BUS_5,138,RC,TK,,,,
271246,CROSBY,B,138,=,1006,BUS_6,138,RC,TK,,,,
271246,CROSBY,B,138,=,1007,BUS_7,138,RC,TK,,,,
271246,CROSBY,B,138,=,1008,BUS_8,138,RC,TK,,,,
271247,CROSBY,R,138,=,747,IN_LINE_IND,138,RC,TK,,,,
271247,CROSBY,R,138,=,1010,CRSBY BUS_10,138,RC,TK,,,,
271247,CROSBY,R,138,=,1011,BUS_11,138,RC,TK,,,,
271247,CROSBY,R,138,=,1012,BUS_12,138,RC,TK,,,,
271247,CROSBY,R,138,=,1013,BUS_13,138,RC,TK,,,,
271247,CROSBY,R,138,=,1015,BUS_15,138,RC,TK,,,,
271247,CROSBY,R,138,=,1016,BUS_16,138,RC,TK,,,,
271247,CROSBY,R,138,=,1017,BUS_17,138,RC,TK,,,,
271247,CROSBY,R,138,=,1018,BUS_18,138,RC,TK,,,,
271247,CROSBY,R,138,=,1033,CRSBY 38B14,138,RC,TK,,,,
,,,,,,,,,,,,,
271840,KINGSBURY,B,138,=,9015,BUS_5,138,RC,TK,,,,
271840,KINGSBURY,B,138,=,9016,BUS_6,138,RC,TK,,,,
271840,KINGSBURY,B,138,=,9017,BUS_7,138,RC,TK,,,,
271840,KINGSBURY,B,138,=,9018,BUS_8,138,RC,TK,,,,
271841,KINGSBURY,R,138,=,9011,BUS_1,138,RC,TK,,,,
271841,KINGSBURY,R,138,=,9012,BUS_2,138,RC,TK,,,,
271841,KINGSBURY,R,138,=,9013,BUS_3,138,RC,TK,,,,
271841,KINGSBURY,R,138,=,9014,BUS_4,138,RC,TK,,,,
,,,,,,,,,,,,,
271776,JEFFERSON,B,138,=,739,JEFFR38B,138,RC,TK,,,,
271776,JEFFERSON,B,138,=,740,JEFFR38B,138,RC,TK,,,,
271776,JEFFERSON,B,138,=,741,JEFFR38B,138,RC,TK,,,,
271776,JEFFERSON,B,138,=,742,JEFFR38B,138,RC,TK,,,,
271776,JEFFERSON,B,138,=,743,JEFFR38B,138,RC,TK,,,,
271776,JEFFERSON,B,138,=,744,JEFFR38B,138,RC,TK,,,,
271777,JEFFERSON,R,138,=,733,JEFFR38R,138,RC,TK,,,,
271777,JEFFERSON,R,138,=,734,JEFFR38R,138,RC,TK,,,,
271777,JEFFERSON,R,138,=,735,JEFFR38R,138,RC,TK,,,,
271777,JEFFERSON,R,138,=,736,JEFFR38R,138,RC,TK,,,,
271777,JEFFERSON,R,138,=,737,JEFFR38R,138,RC,TK,,,,
271777,JEFFERSON,R,138,=,738,JEFFR38R,138,RC,TK,,,,
,,,,,,,,,,,,,
272587,TAYLOR,R,138,=,4803,TYLR IND,138,RC,TK,,,,
272587,TAYLOR,R,138,=,1021,BUS 1,138,RC,TK,,,,
272587,TAYLOR,R,138,=,1023,BUS 3,138,RC,TK,,,,
272587,TAYLOR,R,138,=,1024,BUS 4/25,138,RC,TK,,,,
272587,TAYLOR,R,138,=,1025,BUS 5,138,RC,TK,,,,
272587,TAYLOR,R,138,=,1026,BUS 6,138,RC,TK,,,,
272587,TAYLOR,R,138,=,1051,Bus 22,138,RC,TK,,,,
272587,TAYLOR,R,138,=,1052,BUS 23,138,RC,TK,,,,
272587,TAYLOR,R,138,=,1053,BUS 24,138,RC,TK,,,,
272586,TAYLOR,B,138,=,4804,TYLR IND,138,RC,TK,,,,
272586,TAYLOR,B,138,=,1027,BUS 7,138,RC,TK,,,,
272586,TAYLOR,B,138,=,1028,BUS 8,138,RC,TK,,,,
272586,TAYLOR,B,138,=,1029,BUS 9,138,RC,TK,,,,
272586,TAYLOR,B,138,=,1030,BUS 10/31,138,RC,TK,,,,
272586,TAYLOR,B,138,=,1031,BUS 11,138,RC,TK,,,,
272586,TAYLOR,B,138,=,1032,BUS 12,138,RC,TK,,,,
272586,TAYLOR,B,138,=,1054,BUS 28,138,RC,TK,,,,
272586,TAYLOR,B,138,=,1055,BUS 30,138,RC,TK,,,,
275221,TAYLOR,1M,138,=,NA,,,RC,TK,Midpoint,,,
275222,TAYLOR,2M,138,=,NA,,,RC,TK,Midpoint,,,
,,,,,,,,,,,,,
271718,IC AIR RI,B,138,=,8116,T72_HS,138,RC,TK,,,,
271720,IC AIR RI,G,138,=,8115,T71_HS,138,RC,TK,,,,
271719,IC AIR RI,R,138,=,8117,T74_HS,138,RC,TK,,,,
271721,IC AIR RI,Y,138,=,8118,T73_HS,138,RC,TK,,,,
,,,,,,,,,,,,,
271579,GRENSHAW,R,138,=,326,Grnshw 138B6,138,RC,TK,,,,
271579,GRENSHAW,R,138,=,325,Grnshw 138B5,138,RC,TK,,,,
271579,GRENSHAW,R,138,=,327,Grnshw 138B7,138,RC,TK,,,,
271579,GRENSHAW,R,138,=,328,Grnshw 138B8,138,RC,TK,,,,
271578,GRENSHAW,B,138,=,322,Grnshw 138B2,138,RC,TK,,,,
271578,GRENSHAW,B,138,=,323,Grnshw 138B3,138,RC,TK,,,,
271578,GRENSHAW,B,138,=,321,Grnshw 138B1,138,RC,TK,,,,
271578,GRENSHAW,B,138,=,324,Grnshw 138B4,138,RC,TK,,,,
,,,,,,,,,,,,,
272459,SEARS,R,138,=,8114,T74_HS,138,RC,TK,,,,
272461,SEARS,Y,138,=,8113,T73_HS,138,RC,TK,,,,
272458,SEARS,B,138,=,8112,T72_HS,138,RC,TK,,,,
272460,SEARS,G,138,=,8111,T71_HS,138,RC,TK,,,,
,,,,,,,,,,,,,
271904,LASALLE,B,138,=,1767,T71HS,138,RC,TK,,,,
271906,LASALLE,G,138,=,1768,T72HS,138,RC,TK,,,,
271905,LASALLE,R,138,=,1766,T73HS,138,RC,TK,,,,
271907,LASALLE,Y,138,=,1760,T74HS,138,RC,TK,,,,
,,,,,,,,,,,,,
272500,STATE,B,138,=,2785,BUS_6,138,RC,TK,,,,
272500,STATE,B,138,=,2797,BUS_7,138,RC,TK,,,,
272500,STATE,B,138,=,2798,BUS_8,138,RC,TK,,,,
272500,STATE,B,138,=,2799,BUS_9,138,RC,TK,,,,
272501,STATE,R,138,=,2742,BUS_1,138,RC,TK,,,,
272501,STATE,R,138,=,2747,BUS_2,138,RC,TK,,,,
272501,STATE,R,138,=,2748,BUS_3,138,RC,TK,,,,
272501,STATE,R,138,=,2749,BUS_4,138,RC,TK,,,,
,,,,,,,,,,,,,
272320,QUARRY,B,138,=,5380,Q_LS138Ind2,138,RC,TK,,,,
272321,QUARRY,R,138,=,5378,Q_LS138Ind1,138,RC,TK,,,,
272322,QUARRY,G,138,=,5375,QUARRY12-T74,138,RC,TK,,,,
272324,QUARRY,8I,138,=,5379,Q_HS138Ind2,138,RC,TK,,,,
272325,QUARRY,6I,138,=,5377,Q_HS138Ind1,138,RC,TK,,,,
,,,,,,,,,,,,,
271332,DIXON,B,138,=,671,DIXON138 B1,138,AK,VG,,,,
271328,DIXON,BT,138,=,6607,L12411LE,138,AK,VG,,,,
271330,DIXON,7B,138,=,3386,DIXONTP,138,AK,VG,,,,
,,,,,,,,,,,,,
272754,W CHICAGO,B,138,=,3138,WCHGO 38B3-4,138,AK,VG,,,,
272754,W CHICAGO,B,138,=,3329,WCHGO TP,138,AK,VG,,,,
272755,W CHICAGO,R,138,=,3139,WCHGO 38B1-2,138,AK,VG,,,,
272755,W CHICAGO,R,138,=,3330,WCHGO TP,138,AK,VG,,,,
,,,,,,,,,,,,,
271724,ESS J370,BT,138,=,3008,L1210 TP,138,KCD,HS,,,,
271722,ESS J370,B,138,=,3008,L1210 TP,138,KCD,HS,,,,
271725,ESS J370,RT,138,=,3129,J370TP,138,KCD,HS,,,,
271723,ESS J370,R,138,=,3255,J370,138,KCD,HS,,,,
271783,JOLIET374,R,138,=,7074,JOLARSBS,138,KCD,HS,,,,
,,,,,,,,,,,,,
271566,GOOSE LK,B,138,=,3344,GOSELKTP,138,KCD,HS,,,,
271567,GOOSE LK,R,138,=,3404,TSS72TP,138,KCD,HS,,,,
271785,GOOSE LK,RT,138,=,3128,JOLARSTP,138,KCD,HS,,,,
,,,,,,,,,,,,,
272019,MINOOKA,R,138,=,3128,JOLARSTP,138,KCD,HS,,,,
272018,MINOOKA,B,138,=,3410,L0904 T111,138,KCD,HS,,,,
,,,,,,,,,,,,,
271470,ESS J305,2B,138,=,7191,AMOCOT71,138,KCD,HS,,,,
271471,ESS J305,2R,138,=,7189,AMOCOT72,138,KCD,HS,,,,
271472,ESS J305,BT,138,=,3219,AMOCOTP,138,KCD,HS,,,,
271473,ESS J305,RT,138,=,3222,AMOCOTP,138,KCD,HS,,,,
,,,,,,,,,,,,,
271180,ESS J326,B,138,=,7190,CATERT72,138,KCD,HS,,,,
271181,ESS J326,R,138,=,7188,CATERT71,138,KCD,HS,,,,
271184,ESS J326,BT,138,=,3220,CATRPLTP,138,KCD,HS,,,,
271185,ESS J326,RT,138,=,3221,CATRPLTP,138,KCD,HS,,,,
,,,,,,,,,,,,,
272366,ROCK FALL,B,138,=,676,ROCKFL 38B4,138,AK,VG,,,,
272367,ROCK FALL,R,138,=,675,ROCKFL38B123,138,AK,VG,,,,
,,,,,,,,,,,,,
272512,ESS H71,BT,138,=,2779,L15518TP,138,AK,VG,,,,
272512,ESS H71,BT,138,=,3388,NWSW TP,138,AK,VG,,,,
272512,ESS H71,BT,138,=,683,NWSW138,138,AK,VG,,,,
272514,ESS H71,B,138,=,682,NWSW138,138,AK,VG,,,,
272515,ESS H71,R,138,=,3389,NWSW TP,138,AK,VG,,,,
,,,,,,,,,,,,,
NA,,,,,4018,NWSWT7,138,AK,VG,no mapping in psse (Please explain why),,,
NA,,,,,4123,NWSWT92,138,AK,VG,no mapping in psse (Please explain why),,,
NA,,,,,7029,NWSWBUS,138,AK,VG,no mapping in psse (Please explain why),,,
NA,,,,,4019,NWSWT2,138,AK,VG,no mapping in psse (Please explain why),,,
,,,,,,,,,,,,,
271543,GARDEN PL,,138,=,677,GRDNPL 38B1,138,AK,VG,,,,
271543,GARDEN PL,,138,=,1059,GRDNPL 38B2,138,AK,VG,,,,
,,,,,,,,,,,,,
NA,,,,,678,ALBANY,138,AK,VG,no mapping in psse (Please explain why),,,
NA,,,,,5033,ALBANY,161,AK,VG,no mapping in psse (Please explain why),,,
NA,,,,,679,ALBANY,161,AK,VG,no mapping in psse (Please explain why),,,
,,,,,,,,,,,,,
272110,NORMANDY,B,138,=,4425,NRMNDY77,138,AK,VG,,,,
272110,NORMANDY,B,138,=,3114,NRMNDYTP,138,AK,VG,,,,
272111,NORMANDY,R,138,=,4424,NRMNDY79,138,AK,VG,,,,
272111,NORMANDY,R,138,=,3311,NRMNDYTP,138,AK,VG,,,,
,,,,,,,,,,,,,
271835,KEWANEE,23,138,=,805,KEWANE 38B1,138,AK,VG,,,,
,,,,,,,,,,,,,
272789,WILMINGTO,,138,=,3118,WLMNGTTP,138,KCD,HS,,,,
272789,WILMINGTO,,138,=,3317,L8607TP,138,KCD ,HS,,,,
,,,,,,,,,,,,,
271833,KANKAKEE,RT,138,=,3274,KANKKETP,138,KCD ,HS,,,,
271833,KANKAKEE,RT,138,=,7243,KNSNGTON TAP,138,KCD ,HS,,,,
271833,KANKAKEE,RT,138,=,7006,KNSNGTON 38B,138,KCD ,HS,,,,
271831,KANKAKEE,R,138,=,7091,KANKKEBS,138,KCD ,HS,,,,
271300,ESS K3192,5T,138,=,3440,L_8605TP,138,KCD ,HS,Previously it was mapped to 271832,,,
271832,KANKAKEE,BT,138,=,3441,Tap to 157,138,KCD ,HS,,,,
271832,KANKAKEE,BT,138,=,7244,KNSNGTON TAP,138,KCD ,HS,,,,
271830,KANKAKEE,B,138,=,7092,KANKKEBS,138,KCD ,HS,,,,
,,,,,,,,,,,,,
NA,,,,,7162,K4 PILOT 38B,138,KCD,HS,no mapping in psse (Please explain why),,,
,,,,,,,,,,,,,
271218,CLYBOURN,B,138,=,3345,CLYBRNTP,138,RC,TK,,,,
271219,CLYBOURN,0R,138,=,8119,T73_HS,138,RC,TK,,,,
271221,CLYBOURN,9R,138,=,8120,T74_HS,138,RC,TK,,,,
,,,,,,,,,,,,,
272382,ROSE HILL,8B,138,=,952,12B,138,RC,TK,,,,
272380,ROSE HILL,4B,138,=,3161,ROSHLLTP,138,RC,TK,,,,
272383,ROSE HILL,7R,138,=,945,27R,138,RC,TK,,,,
272384,ROSE HILL,BT,138,=,3161,ROSHLLTP,138,RC,TK,,,,
272385,ROSE HILL,RT,138,=,3162,ROSHLLTP,138,RC,TK,,,,
,,,,,,,,,,,,,
271322,DEVON,9B,138,=,602,DEVON138,138,RC,TK,,,,
271324,DEVON,0B,138,=,603,DEVON138,138,RC,TK,,,,
,,,,,,,,,,,,,
NA,,,,,3376,GENIRNTP,138,RC,TK,Other utility in PSSE,,,
,,,,,,,,,,,,,
271110,BRADLEY,B,138,=,660,BRADLY38,138,KCD,HS,,,,
271110,BRADLEY,B,138,=,661,BRADLY38,138,KCD,HS,,,,
271110,BRADLEY,B,138,=,1119,BRDLYT76 TAP,138,KCD,HS,,,,
,,,,,,,,,,,,,
271250,CRYSTAL L,B,138,=,787,CRYSLK38,138,AK,VG,,,,
271250,CRYSTAL L,B,138,=,3466,CRYSTLKE,138,AK,VG,,,,
271251,CRYSTAL L,R,138,=,786,CRYSLK38,138,AK,VG,,,,
271251,CRYSTAL L,R,138,=,3145,CRStLKTap CB,138,AK,VG,,,,
271251,CRYSTAL L,R,138,=,1941,CR LK B5,138,AK,VG,,,,
,,,,,,,,,,,,,
272794,WOLFS,B,138,=,880,WLFXING 38B2,138,CR,,,,,
272794,WOLFS,B,138,=,881,WLFXING 38B1,138,CR,,,,,
272795,WOLFS,R,138,=,8056,WLFXING 38B3,138,CR,,,,,
,,,,,,,,,,,,,
272202,OSWEGO,B,138,=,3499,L14302 OSWG,138,CR,,,,,
272203,OSWEGO,R,138,=,3498,L14304 OSWGO,138,CR,,,,,
,,,,,,,,,,,,,
271497,FRONTENAC,R,138,=,879,FRNTN110,138,CR,,,,,
271496,FRONTENAC,B,138,=,3204,FRNTNCTP,138,CR,,,,,
,,,,,,,,,,,,,
271920,LISLE,2B,138,=,836,LISLE38B,138,AN,VG,,,,
271918,LISLE,1B,138,=,837,LISLE38B,138,AN,VG,,,,
271919,LISLE,3T,138,=,839,LISLE38R,138,AN,VG,,,,
271921,LISLE,R,138,=,839,LISLE38R,138,AN,VG,To be verified ,,,
271921,LISLE,R,138,=,838,LISLE38R,138,AN,VG,To be verified,,,
,,,,,,,,,,,,,
272854,YORK,BT,138,=,3142,L10301TP,138,AN,VG,,,,
272852,YORK,B,138,=,3248,YORK TP 301,138,AN,VG,,,,
272855,YORK,RT,138,=,3141,L10302TP,138,AN,VG,,,,
272853,YORK,R,138,=,3247,YORK TP 302,138,AN,VG,,,,
,,,,,,,,,,,,,
271551,GLENELLYN,R,138,=,3244,GLENELTP,138,AN,VG,,,,
271550,GLENELLYN,B,138,=,3245,GLNELYN TP,138,AN,VG,,,,
,,,,,,,,,,,,,
271130,BUTTERFIE,B,138,=,3246,BTTRFLTP,138,AN,VG,,,,
271131,BUTTERFIE,R,138,=,3149,BTTRFLTP,138,AN,VG,,,,
,,,,,,,,,,,,,
272186,OAKBROOK,B,138,=,7022,OAKBRK13505,138,AN,VG,,,,
272187,OAKBROOK,R,138,=,7021,OAKBRK13506,138,AN,VG,,,,
,,,,,,,,,,,,,
271917,LIBERTYVI,R,138,=,906,T154B2,138,CR,,,,,
271917,LIBERTYVI,R,138,=,905,T154B1,138,CR,,,,,
275194,LIBERTYVI,1M,138,=,,,,CR,,Midpoint,,,
271916,LIBERTYVI,B,138,=,924,T154B3,138,CR,,,,,
,,,,,,,,,,,,,
272739,WAUKEGAN,R,138,=,1091,STA16R 38B1,138,JQ,,,,,
272739,WAUKEGAN,R,138,=,1092,STA16R 38B2,138,JQ,,,,,
272739,WAUKEGAN,R,138,=,793,WAUKGN TR2,138,JQ,,,,,
272739,WAUKEGAN,R,138,=,904,WAUKGN TR4,138,JQ,,,,,
272739,WAUKEGAN,R,138,=,794,WAUKGN U7,138,JQ,,,,,
272739,WAUKEGAN,R,138,=,5183,WAUKGNT7,138,JQ,,,,,
272739,WAUKEGAN,R,138,=,1095,STA16R 38B5,138,JQ,,,,,
272738,WAUKEGAN,B,138,=,1093,STA16B 38B3,138,JQ,,,,,
272738,WAUKEGAN,B,138,=,1094,STA16B 38B4,138,JQ,,,,,
272738,WAUKEGAN,B,138,=,795,WAUKGN U8,138,JQ,,,,,
272738,WAUKEGAN,B,138,=,5185,WAUKGNT8,138,JQ,,,,,
272738,WAUKEGAN,B,138,=,5198,WAUKGT31,138,JQ,,,,,
272738,WAUKEGAN,B,138,=,5199,WAUKGT32,138,JQ,,,,,
272738,WAUKEGAN,B,138,=,796,WAUKGN TR1/3,138,JQ,,,,,
272738,WAUKEGAN,B,138,=,903,WAUKGN T16/U,138,JQ,,,,,
272738,WAUKEGAN,B,138,=,1099,WAUKGN TR17,138,BG,,Changed 04/03/2018,,,
272738,WAUKEGAN,B,138,=,1096,STA16B 38B6,138,JQ,,,,,
,,,,,,,,,,,,,
275231,WEMPLETOW,4M,138,=,633,WMPLTWN 38B2,138,JQ,,,,,
,,,,,,,,,,,,,
272504,STATELINE,3B,138,=,778,STLIN38B 732,138,JQ,,,,,
272503,STATELINE,R,138,=,781,STLIN38R 743,138,JQ,,,,,
,,,,,,,,,,,,,
272528,S DIXON,B,138,=,9176,SDixon LS138,138,JQ,,,,,
,,,,,,,,,,,,,
271923,LOMBARD,R,138,=,2793,L12011TP,138,JQ,,"Previsously, 271923 was mapped to 832 by AN and VG.",,,
271923,LOMBARD,R,138,=,2791,L12015TP,138,JQ,,"In Cape and one line diagram, there is a three winding transformer. PSSE raw file replaces the three winding transformer with a two winding transformer(271923,274205) whose corresponding transformer is (2791,1929,5096) in Cape.",,,
271925,LOMBARD,2R,138,=,832,LMBRD38R,138,AN,VG,,,,
271925,LOMBARD,2R,138,=,2792,L10302TP,138,AN,VG,,,,
271924,LOMBARD,6B,138,=,2790,L12016TP,138,JQ,,,,,
271924,LOMBARD,6B,138,=,2790,L12016TP,138,JQ,,,,,
271922,LOMBARD,B,138,=,833,LMBRD38B,138,AN,VG,"In Cape and one line diagram, there is a three winding transformer. PSSE raw file replaces the three winding transformer with a two winding transformer(271922,274204) whose corresponding transformer is (2788,1930,5098) in Cape.",,,
271922,LOMBARD,B,138,=,2788,L10301TP,138,JQ,,,,,
,,,,,,,,,,,,,
272252,PL HILL,B,138,=,7117,PLSNTHBS,138,AN,VG,,,,
272253,PL HILL,R,138,=,7118,PLSNTHBS,138,AN,VG,,,,
,,,,,,,,,,,,,
270971,ADDISON,R,138,=,3380,ADDISNTP,138,AN,VG,,,,
,,,,,,,,,,,,,
271569,GRACE,R,138,=,3239,GRACE TP,138,AN,VG,,,,
,,,,,,,,,,,,,
272600,TOLLWAY,B,138,=,745,TOLLWAYB,138,CR,,,,,
,,,,,,,,,,,,,
271568,GRACE,B,138,=,3241,GRACE TP,138,AN,VG,,,,
271552,GLENDALE,B,138,=,7083,GLNHTSBS,138,AN,VG,,,,
272109,NORDIC,R,138,=,3236,NORDICTP,138,AN,VG,,,,
,,,,,,,,,,,,,
271231,CRAWFORD,Y,138,=,636,CRAWF38Y,138,BG,JQ,,,,
271237,CRAWFORD,YS,138,=,3006,L1323 TP,138,BG,JQ,,,,
271228,CRAWFORD,B,138,=,732,CRAWF38B,138,BG,JQ,,,,
271228,CRAWFORD,B,138,=,607,CRAWF38B,138,BG,JQ,,,,
271228,CRAWFORD,B,138,=,3019,FISK TP,138,BG,JQ,,,,
271232,CRAWFORD,8I,138,=,4806,CRWD IND,138,BG,JQ,,,,
